name,class
抗类风湿性关节炎33抗体,检查诊疗技术
抗类风湿性关节炎33抗体检查,检查诊疗技术
抗精子抗体,检查诊疗技术
抗红细胞抗体,检查诊疗技术
抗线粒体抗体,检查诊疗技术
抗组织相容性抗原dr抗体,检查诊疗技术
抗组织相容性抗原dr抗体检查,检查诊疗技术
抗组蛋白抗体,检查诊疗技术
抗网蛋白抗体,检查诊疗技术
抗肌内膜自身抗体,检查诊疗技术
抗肌球蛋白抗体,检查诊疗技术
抗肝细胞膜抗原抗体,检查诊疗技术
抗肝细胞膜特异性脂蛋白抗体,检查诊疗技术
抗肾上腺皮质抗体,检查诊疗技术
抗肾小球基底膜抗体,检查诊疗技术
抗胃壁细胞抗体,检查诊疗技术
抗胰岛素受体抗体,检查诊疗技术
抗胰岛素抗体,检查诊疗技术
抗胰腺腺泡抗体pab,检查诊疗技术
抗脱氧核糖核酸dna抗体,检查诊疗技术
抗脱氧核糖核酸dna抗体检查,检查诊疗技术
抗艾滋病aids抗体,检查诊疗技术
抗血小板抗体,检查诊疗技术
抗血小板膜糖蛋白自身抗体检查,检查诊疗技术
抗血小板膜糖蛋白自身抗体测定,检查诊疗技术
抗表皮基底膜抗体检查,检查诊疗技术
抗角蛋白抗体,检查诊疗技术
抗透明带抗体,检查诊疗技术
抗透明质酸酶,检查诊疗技术
抗链球菌型m蛋白抗体,检查诊疗技术
抗链球菌型m蛋白抗体检查,检查诊疗技术
抗链球菌壁多糖抗体,检查诊疗技术
抗链球菌壁多糖抗体检查,检查诊疗技术
抗链球菌激酶,检查诊疗技术
抗隐球菌抗体,检查诊疗技术
抗风疹病毒抗体ruv,检查诊疗技术
抗骨骼肌抗体,检查诊疗技术
抗骨骼肌柠檬酸提取物抗体,检查诊疗技术
抗麸质抗体,检查诊疗技术
抗麻疹病毒抗体检查,检查诊疗技术
抬腿试验,检查诊疗技术
持水杯试验,检查诊疗技术
指指试验,检查诊疗技术
排粪造影检查,检查诊疗技术
描图试验,检查诊疗技术
提睾反射检查,检查诊疗技术
摸空征,检查诊疗技术
支气管哮喘运动激发试验,检查诊疗技术
支气管舒张试验检查,检查诊疗技术
改良加藤法,检查诊疗技术
放射免疫显象,检查诊疗技术
放射性核素肾扫描,检查诊疗技术
放射性核素脑血管显像,检查诊疗技术
放射过敏原吸附试验rast,检查诊疗技术
散瞳验光检查,检查诊疗技术
斑疹伤寒血清学检测,检查诊疗技术
斯叩达鼓音,检查诊疗技术
新斯的明试验,检查诊疗技术
新生儿体格检查,检查诊疗技术
新生儿光照疗法,检查诊疗技术
新生儿听力筛查检查,检查诊疗技术
新生儿溶血症筛查,检查诊疗技术
新生儿甲状腺功能检查,检查诊疗技术
新生儿疾病筛查检查,检查诊疗技术
新生儿红细胞计数,检查诊疗技术
无痛人工流产术,检查诊疗技术
无痛内视镜检查,检查诊疗技术
无痛引产术,检查诊疗技术
无痛肠镜检查,检查诊疗技术
无痛胃镜检查,检查诊疗技术
无管胃酸分析,检查诊疗技术
早产视网膜病变筛查,检查诊疗技术
早早孕胶体金试条,检查诊疗技术
昂德腊耳征,检查诊疗技术
晶状体检查,检查诊疗技术
有核红细胞,检查诊疗技术
木糖测定,检查诊疗技术
术后经t形管胆道造影,检查诊疗技术
李文生试验,检查诊疗技术
束臂试验检查,检查诊疗技术
极低密度脂蛋白胆固醇检查,检查诊疗技术
果糖耐量试验,检查诊疗技术
枫糖尿症筛查,检查诊疗技术
染色体核型分析检查,检查诊疗技术
柯萨奇病毒抗体,检查诊疗技术
标准碳酸氢盐,检查诊疗技术
标准碳酸氢盐sb,检查诊疗技术
核磁共振成像mri,检查诊疗技术
核糖核酸染色,检查诊疗技术
梅毒usr试验,检查诊疗技术
梅毒定性试验,检查诊疗技术
梅毒螺旋体抗体检查,检查诊疗技术
梅毒螺旋体抗原血清试验,检查诊疗技术
梅毒螺旋体明胶凝集试验,检查诊疗技术
梅毒螺旋体血凝试验,检查诊疗技术
梅毒螺旋体血球凝集试验,检查诊疗技术
梅毒血清反应的假阳性,检查诊疗技术
梅毒血清试验检查,检查诊疗技术
检眼镜检查法,检查诊疗技术
棒状小体,检查诊疗技术
棘层细胞松解征检查,检查诊疗技术
棘形红细胞,检查诊疗技术
棘球蚴皮内试验,检查诊疗技术
植物血凝素皮内试验,检查诊疗技术
植物血凝素试验,检查诊疗技术
椎板间隙显微内窥镜,检查诊疗技术
椭圆形红细胞,检查诊疗技术
正电子发射计算机断层扫描pet,检查诊疗技术
每3小时尿比重试验,检查诊疗技术
毒素皮肤试验,检查诊疗技术
比塞征,检查诊疗技术
比格凝血活酶生成时间,检查诊疗技术
毛发检查,检查诊疗技术
毛发矿物质检查,检查诊疗技术
毛果芸香碱出汗试验,检查诊疗技术
毛细血管脆性试验,检查诊疗技术
毛蚴孵化法,检查诊疗技术
气管内插管术,检查诊疗技术
气道过敏试验,检查诊疗技术
气道阻力r,检查诊疗技术
气钡双对比造影,检查诊疗技术
氧分压,检查诊疗技术
氧化醋酸asd萘酚酯酶染色,检查诊疗技术
氨基酸测定,检查诊疗技术
氯丙嗪试验,检查诊疗技术
氰化高铁hb测定法,检查诊疗技术
水溶性维生素检查,检查诊疗技术
汗液电解质检查,检查诊疗技术
沙眼衣原体,检查诊疗技术
沙眼衣原体igm和igg,检查诊疗技术
沙眼衣原体抗原检查,检查诊疗技术
沙眼衣原体检查,检查诊疗技术
沙门氏菌的鉴定,检查诊疗技术
泌尿感染类尿常规,检查诊疗技术
泌尿系统ct检查,检查诊疗技术
泪液ph,检查诊疗技术
泪液乳酸脱氢酶,检查诊疗技术
泪液乳酸脱氢酶检查,检查诊疗技术
泪液乳铁蛋白,检查诊疗技术
泪液溶菌酶,检查诊疗技术
泪液溶菌酶检查,检查诊疗技术
泪液电解质,检查诊疗技术
泪液表皮生长因子,检查诊疗技术
泪滴状红细胞,检查诊疗技术
泪腺检查法,检查诊疗技术
流式细胞dna分析,检查诊疗技术
流感病毒抗体,检查诊疗技术
流感病毒抗体检查,检查诊疗技术
流行性出血热病毒抗体,检查诊疗技术
流行性出血热病毒抗体检查,检查诊疗技术
流行性脑脊髓膜炎免疫学试验,检查诊疗技术
浅感觉检查,检查诊疗技术
浆细胞,检查诊疗技术
浆细胞检查,检查诊疗技术
浆膜腔积液病原体,检查诊疗技术
浆膜腔积液细胞学检查,检查诊疗技术
液晶热图,检查诊疗技术
淀粉样体检查,检查诊疗技术
淀粉酶,检查诊疗技术
淀粉酶同工酶,检查诊疗技术
淋巴细胞数,检查诊疗技术
淋巴细胞毒试验,检查诊疗技术
淋巴细胞脉络丛脑膜炎补体结合试验,检查诊疗技术
淋巴细胞转化率,检查诊疗技术
淋球菌抗体检测,检查诊疗技术
淋病细菌学检测,检查诊疗技术
淋菌培养,检查诊疗技术
深反射检查,检查诊疗技术
深感觉检查,检查诊疗技术
混合淋巴细胞培养试验,检查诊疗技术
温度与出汗,检查诊疗技术
游离三碘甲状腺原氨酸,检查诊疗技术
游离三碘甲状腺原氨酸指数,检查诊疗技术
游离甲状腺指数,检查诊疗技术
游离甲状腺素,检查诊疗技术
游离肝素时间,检查诊疗技术
溶血性乙型脑炎补体结合试验,检查诊疗技术
滑液检查,检查诊疗技术
滑膜液常规检查,检查诊疗技术
滑膜液肉眼检查,检查诊疗技术
潮气容量检查,检查诊疗技术
激发试验,检查诊疗技术
灭活血清反应素试验,检查诊疗技术
炭疽的凝集反应,检查诊疗技术
烟碱型乙酰胆碱受体抗体,检查诊疗技术
烟酸,检查诊疗技术
热放散试验,检查诊疗技术
热溶血试验,检查诊疗技术
热盐水试验,检查诊疗技术
爬虫酶时间,检查诊疗技术
牙髓温度试验冷热诊,检查诊疗技术
特异性ige抗体检查,检查诊疗技术
特异性脂酶染色,检查诊疗技术
狼疮性抗凝因子,检查诊疗技术
狼疮性抗凝因子检查,检查诊疗技术
狼疮细胞试验,检查诊疗技术
猪囊虫抗体检查,检查诊疗技术
环磷酸鸟苷,检查诊疗技术
现场心肺复苏,检查诊疗技术
玻璃体及视网膜脱离手术所致青光眼,检查诊疗技术
球形红细胞,检查诊疗技术
甘氨酰脯氨酸二肽氨基肽酶,检查诊疗技术
甘氨酸,检查诊疗技术
甘油三酯检查,检查诊疗技术
生殖系统肿瘤检查项目,检查诊疗技术
生殖道分泌物培养,检查诊疗技术
生长激素,检查诊疗技术
生长激素检查,检查诊疗技术
甲型肝炎抗体,检查诊疗技术
甲型肝炎抗原,检查诊疗技术
甲状旁腺激素,检查诊疗技术
甲状腺131碘吸收率,检查诊疗技术
甲状腺b型超声检查,检查诊疗技术
甲状腺放射性核素显影检查,检查诊疗技术
甲状腺球蛋白,检查诊疗技术
甲状腺球蛋白检查,检查诊疗技术
甲状腺甲状旁腺的超声检查,检查诊疗技术
甲状腺素t4,检查诊疗技术
甲状腺素结合球蛋白,检查诊疗技术
甲状腺血流显像,检查诊疗技术
甲状腺静态显像,检查诊疗技术
甲种胎儿球蛋白试验,检查诊疗技术
电子支气管镜检查,检查诊疗技术
电子肠镜检查,检查诊疗技术
电子阴道镜检查,检查诊疗技术
电测听检查,检查诊疗技术
电阻抗体积描记检查,检查诊疗技术
男性性功能测试全面测试,检查诊疗技术
男性生殖系x线检查,检查诊疗技术
男科计算器体层扫描ct,检查诊疗技术
疟原虫抗原和抗体,检查诊疗技术
疟疾间接免疫荧光试验,检查诊疗技术
病毒感染免疫检测,检查诊疗技术
病理反射检查,检查诊疗技术
痛觉检查,检查诊疗技术
痢疾杆菌检测,检查诊疗技术
痰及下呼吸道分泌物标本的细菌学检验,检查诊疗技术
痰培养药敏试验,检查诊疗技术
痰液中寄生虫和虫卵,检查诊疗技术
痰液中寄生虫和虫卵检查,检查诊疗技术
痰液中弹力纤维,检查诊疗技术
痰液中晶体,检查诊疗技术
痰液中柯什曼螺旋体,检查诊疗技术
痰液中细胞分类,检查诊疗技术
痰液免疫学检查,检查诊疗技术
痰液常规检查,检查诊疗技术
痰液性状,检查诊疗技术
痰液性状检查,检查诊疗技术
痰液显微镜检查,检查诊疗技术
痰液气味,检查诊疗技术
痰液气味检查,检查诊疗技术
痰液病原体检查,检查诊疗技术
痰液的一般性状检查,检查诊疗技术
痰液细胞学检查,检查诊疗技术
痰液细菌培养,检查诊疗技术
痰液细菌涂片检查,检查诊疗技术
痰液量,检查诊疗技术
痰液颜色,检查诊疗技术
白带ph值检查,检查诊疗技术
白带检查,检查诊疗技术
白细胞分类计数,检查诊疗技术
白细胞数,检查诊疗技术
白细胞移动抑制试验,检查诊疗技术
白陶土部分凝血活酶时间,检查诊疗技术
皮损检查,检查诊疗技术
皮肤与组织寄生虫的病原检查,检查诊疗技术
皮肤弹性检查,检查诊疗技术
皮肤涂片显微镜检查,检查诊疗技术
皮肤点刺试验检查,检查诊疗技术
皮肤病的物理检查,检查诊疗技术
皮肤癌检测,检查诊疗技术
皮肤颜色检查,检查诊疗技术
皮质素葡萄糖耐量试验,检查诊疗技术
皱缩红细胞,检查诊疗技术
盆底肌电图检查,检查诊疗技术
盆腔ct检查,检查诊疗技术
盆腔mri检查,检查诊疗技术
盆腔充气造影,检查诊疗技术
盆腔和阴道b超,检查诊疗技术
直接抗人球蛋白试验,检查诊疗技术
直接检眼镜检查法,检查诊疗技术
直接涂片检查,检查诊疗技术
直接胆红素,检查诊疗技术
直接胆红素与总胆红素比值,检查诊疗技术
直接胆红素检查,检查诊疗技术
直接胆红素间接胆红素比值,检查诊疗技术
直肠指检检查,检查诊疗技术
直肠镜检查,检查诊疗技术
真菌培养检查,检查诊疗技术
真菌感染的实验室检查,检查诊疗技术
真菌检查,检查诊疗技术
真菌的分离与鉴定,检查诊疗技术
真菌组织病理学,检查诊疗技术
眼位检查法,检查诊疗技术
眼功能检查,检查诊疗技术
眼压指测法,检查诊疗技术
眼压描记检查法,检查诊疗技术
眼压计测量法,检查诊疗技术
眼及眶区ct检查,检查诊疗技术
眼底微血管检查,检查诊疗技术
眼底接触镜,检查诊疗技术
眼底检查,检查诊疗技术
眼底镜检查法,检查诊疗技术
眼标本的细菌学检查,检查诊疗技术
眼球及眼眶检查法,检查诊疗技术
眼球和眼眶的超声检查,检查诊疗技术
眼球突出度检查,检查诊疗技术
眼球表膜检查,检查诊疗技术
眼睑检查,检查诊疗技术
眼震电图描记法,检查诊疗技术
睾丸检查,检查诊疗技术
睾丸活检检查,检查诊疗技术
睾酮检查,检查诊疗技术
瞳孔外观,检查诊疗技术
瞳孔检查,检查诊疗技术
瞳孔计,检查诊疗技术
石胆酸,检查诊疗技术
石蕊牛乳试验,检查诊疗技术
硝基四唑氮蓝试验,检查诊疗技术
硫酸锌浊度试验,检查诊疗技术
硬币叩击征,检查诊疗技术
碎裂红细胞,检查诊疗技术
碱性磷酸酶染色,检查诊疗技术
碱性胚胎蛋白,检查诊疗技术
碳13尿素呼气试验检查,检查诊疗技术
碳氧血红蛋白定性试验hbco,检查诊疗技术
碳源利用试验,检查诊疗技术
磷酸激酶,检查诊疗技术
磷酸甘油转化酶,检查诊疗技术
磷酸甘油酸激酶,检查诊疗技术
磷酸肌酸激酶检查,检查诊疗技术
神经元特异性烯醇化酶,检查诊疗技术
神经系统核医学检查,检查诊疗技术
积液溶菌酶,检查诊疗技术
积液癌胚抗原检查,检查诊疗技术
积液腺苷脱氢酶检查,检查诊疗技术
空腹血葡萄糖,检查诊疗技术
立克次体凝集试验,检查诊疗技术
立克次体补体结合试验,检查诊疗技术
端粒酶检查,检查诊疗技术
端粒酶活性,检查诊疗技术
等渗盐水低压灌肠试验,检查诊疗技术
简易凝血酶生成试验,检查诊疗技术
类风湿因子,检查诊疗技术
类风湿因子检查,检查诊疗技术
类风湿相关核抗原rana抗体,检查诊疗技术
粒细胞与红细胞比值,检查诊疗技术
粒细胞集落刺激因子,检查诊疗技术
粒细胞集落刺激因子检查,检查诊疗技术
粪中细胞,检查诊疗技术
粪中结晶,检查诊疗技术
粪中脂肪,检查诊疗技术
粪便吞噬细胞检查,检查诊疗技术
粪便寄生虫检查,检查诊疗技术
粪便性状检查,检查诊疗技术
粪便显微镜检查,检查诊疗技术
粪便植物细胞与植物纤维检查,检查诊疗技术
粪便气味检查,检查诊疗技术
粪便氮检查,检查诊疗技术
粪便氯化物检查,检查诊疗技术
粪便淀粉颗粒检查,检查诊疗技术
粪便白细胞检查,检查诊疗技术
粪便粘液检查,检查诊疗技术
粪便红细胞检查,检查诊疗技术
粪便结石检查,检查诊疗技术
粪便结缔组织与弹力纤维检查,检查诊疗技术
粪便肌肉纤维检查,检查诊疗技术
粪便脂肪定量检查,检查诊疗技术
粪便脓液检查,检查诊疗技术
粪便菌群失调,检查诊疗技术
粪便菌群失调检查,检查诊疗技术
粪便酵母菌检查,检查诊疗技术
粪便酸碱度粪便ph检查,检查诊疗技术
粪便量检查,检查诊疗技术
粪便钙检查,检查诊疗技术
粪便隐血试验obt,检查诊疗技术
粪卟啉,检查诊疗技术
粪寄生虫卵,检查诊疗技术
粪寄生虫卵检查,检查诊疗技术
粪形状和硬度,检查诊疗技术
粪气味,检查诊疗技术
粪特里布累,检查诊疗技术
粪糜蛋白酶,检查诊疗技术
粪细菌培养,检查诊疗技术
粪结核杆菌检查,检查诊疗技术
粪胆原,检查诊疗技术
粪胆素,检查诊疗技术
粪胆红素,检查诊疗技术
粪脂肪定量,检查诊疗技术
粪量,检查诊疗技术
粪隐血试验,检查诊疗技术
粪颜色,检查诊疗技术
粪食物残渣,检查诊疗技术
精囊检查,检查诊疗技术
精子受精能力测定,检查诊疗技术
精子子宫黏液贯通试验,检查诊疗技术
精子形态,检查诊疗技术
精子形态检查,检查诊疗技术
精子数,检查诊疗技术
精子活动率,检查诊疗技术
精子顶体酶,检查诊疗技术
精氨酰琥珀酸裂解酶,检查诊疗技术
精氨酸兴奋gh试验,检查诊疗技术
精液乳酸脱氢酶x,检查诊疗技术
精液果糖,检查诊疗技术
精液柠檬酸,检查诊疗技术
精液检查,检查诊疗技术
精液气味,检查诊疗技术
精液液化时间,检查诊疗技术
精液细胞,检查诊疗技术
精液细菌,检查诊疗技术
精液肉毒碱,检查诊疗技术
精液量,检查诊疗技术
精液量检查,检查诊疗技术
精液锌,检查诊疗技术
精液颜色,检查诊疗技术
精液黏稠度,检查诊疗技术
糖化血清蛋白,检查诊疗技术
糖化血红蛋白,检查诊疗技术
糖化血红蛋白检查,检查诊疗技术
糖原染色,检查诊疗技术
糖基抗原ca199,检查诊疗技术
糖尿病类尿常规,检查诊疗技术
糖尿病视网膜病变检查,检查诊疗技术
糖脂类肿瘤标志物检测,检查诊疗技术
糖链抗原125,检查诊疗技术
糖链抗原153,检查诊疗技术
糖链抗原199,检查诊疗技术
糖链抗原242,检查诊疗技术
糖链抗原50,检查诊疗技术
糖链抗原724,检查诊疗技术
紧张度与动脉壁状态,检查诊疗技术
絮状沉淀试验,检查诊疗技术
红斑狼疮细胞lec检查,检查诊疗技术
红细胞5嘧啶核苷酸酶,检查诊疗技术
红细胞δ氨基γ酮戊酸脱水酶,检查诊疗技术
红细胞乙酰胆碱脂酶检查,检查诊疗技术
红细胞九分图分析检查,检查诊疗技术
红细胞乳酸生成率,检查诊疗技术
红细胞乳酸脱氢酶,检查诊疗技术
红细胞二磷酸甘油转移酶,检查诊疗技术
红细胞体积分布宽度,检查诊疗技术
红细胞体积指数,检查诊疗技术
红细胞体积指数检查,检查诊疗技术
红细胞分布宽度rdw检查,检查诊疗技术
红细胞压积hct检查,检查诊疗技术
红细胞变形性,检查诊疗技术
红细胞变形性检查,检查诊疗技术
红细胞大小异常,检查诊疗技术
红细胞大小异常检查,检查诊疗技术
红细胞寿命检查,检查诊疗技术
红细胞己糖激酶,检查诊疗技术
红细胞平均直径,检查诊疗技术
红细胞平均血红蛋白浓度,检查诊疗技术
红细胞平均血红蛋白量,检查诊疗技术
红细胞机械性脆性试验,检查诊疗技术
红细胞染色质小体,检查诊疗技术
红细胞染色质小体检查,检查诊疗技术
红细胞比容,检查诊疗技术
红细胞比容检查,检查诊疗技术
红细胞比积pcv检查,检查诊疗技术
红细胞沉率检查,检查诊疗技术
红细胞沉降率,检查诊疗技术
红细胞沉降率esr检查,检查诊疗技术
红细胞流变特性检测检查,检查诊疗技术
红细胞渗透脆性试验,检查诊疗技术
红细胞溶血卵磷脂酰基转移酶,检查诊疗技术
红细胞烯醇化酶,检查诊疗技术
红细胞环状体,检查诊疗技术
红细胞环状体检查,检查诊疗技术
红细胞生成素,检查诊疗技术
红细胞电泳时间,检查诊疗技术
红细胞电泳时间测定,检查诊疗技术
红细胞破坏部位测定,检查诊疗技术
红细胞碱粒凝集试验,检查诊疗技术
红细胞磷丙糖异构酶,检查诊疗技术
红细胞磷酸果糖激酶,检查诊疗技术
红细胞磷酸果糖激酶检查,检查诊疗技术
红细胞磷酸甘油醛脱氢酶,检查诊疗技术
红细胞聚集性,检查诊疗技术
红细胞腺苷酸激酶,检查诊疗技术
红细胞膜磷脂,检查诊疗技术
红细胞膜磷脂检查,检查诊疗技术
红细胞花环试验,检查诊疗技术
红细胞葡萄糖磷酸异构酶,检查诊疗技术
红细胞血清总胆红素,检查诊疗技术
红细胞表面电荷,检查诊疗技术
红细胞表面电荷检查,检查诊疗技术
红细胞计数,检查诊疗技术
红细胞谷胱甘肽还原酶,检查诊疗技术
红细胞还原型谷胱甘肽gsh及稳定试验,检查诊疗技术
红细胞醛缩酶,检查诊疗技术
纤溶酶原,检查诊疗技术
纤维胃镜,检查诊疗技术
纤维蛋白原,检查诊疗技术
纤维蛋白溶解时间,检查诊疗技术
纤维蛋白琼脂平板溶解试验,检查诊疗技术
纤维蛋白肽a,检查诊疗技术
纤维蛋白肽bβ15～42,检查诊疗技术
纤维蛋白肽bβ1～42,检查诊疗技术
纤维鼻咽镜,检查诊疗技术
纯音听力计检查法,检查诊疗技术
组氨酸,检查诊疗技术
组织多肽抗原,检查诊疗技术
组胺吸入试验,检查诊疗技术
组胺试验,检查诊疗技术
细胞免疫检查,检查诊疗技术
细胞组织化学染色,检查诊疗技术
细胞角质蛋白19片段,检查诊疗技术
细菌内毒素检查法,检查诊疗技术
细菌形态学检查方法,检查诊疗技术
细菌性食物中毒检测,检查诊疗技术
细菌感染免疫检测,检查诊疗技术
细菌的camp试验,检查诊疗技术
细菌的鉴定,检查诊疗技术
织网红细胞计数,检查诊疗技术
经支气管镜肺活检,检查诊疗技术
经皮肤穿刺胆道造影,检查诊疗技术
经胸壁针刺肺活检,检查诊疗技术
经阴道超声,检查诊疗技术
经食管超声心动图tee,检查诊疗技术
结核杆菌的抗原抗体检查,检查诊疗技术
结核菌素皮内试验,检查诊疗技术
结肠驱气试验,检查诊疗技术
结膜的检查,检查诊疗技术
维生素a,检查诊疗技术
维生素a检查,检查诊疗技术
维生素a耐量试验,检查诊疗技术
维生素a醇结合蛋白,检查诊疗技术
维生素a醇结合蛋白检查,检查诊疗技术
维生素b1,检查诊疗技术
维生素b12,检查诊疗技术
维生素b12检查,检查诊疗技术
维生素b3,检查诊疗技术
维生素b6,检查诊疗技术
维生素b6检查,检查诊疗技术
维生素c,检查诊疗技术
维生素d检查,检查诊疗技术
维生素k反应试验,检查诊疗技术
维生素检查,检查诊疗技术
缓冲液,检查诊疗技术
缓冲液检查,检查诊疗技术
缓冲碱bb,检查诊疗技术
缗钱状红细胞,检查诊疗技术
缩胆囊素,检查诊疗技术
网织红细胞数和网织红细胞百分比,检查诊疗技术
网织红细胞生成指数,检查诊疗技术
羊水一般检查,检查诊疗技术
羊水与尿液鉴别试验,检查诊疗技术
羊水卵磷脂鞘磷脂比值,检查诊疗技术
羊水尿酸检查,检查诊疗技术
羊水甲胎球蛋白,检查诊疗技术
羊水白细胞,检查诊疗技术
羊水细胞培养染色体检查,检查诊疗技术
羊水细胞性染色质检查,检查诊疗技术
羊水细菌检查,检查诊疗技术
羊水胆红素,检查诊疗技术
羊水胆红素检查,检查诊疗技术
羊水脂肪细胞出现率,检查诊疗技术
羊水钠检查,检查诊疗技术
羊水颜色,检查诊疗技术
翻转上睑方法,检查诊疗技术
耳廓检查,检查诊疗技术
耳部检查,检查诊疗技术
耳鼻咽喉ct检查,检查诊疗技术
耳鼻咽拭子细菌培养,检查诊疗技术
职业病检查项目,检查诊疗技术
联合屈曲征,检查诊疗技术
聚合酶链式反应检查,检查诊疗技术
肌张力检查,检查诊疗技术
肌电图检查,检查诊疗技术
肌红蛋白检查,检查诊疗技术
肌酸激酶检查,检查诊疗技术
肌钙蛋白检查,检查诊疗技术
肛门拭子检查法,检查诊疗技术
肛门指检检查,检查诊疗技术
肛门视诊,检查诊疗技术
肝上下界叩诊,检查诊疗技术
肝体积测定,检查诊疗技术
肝促凝血酶原激酶试验,检查诊疗技术
肝区及胆囊叩击痛检查,检查诊疗技术
肝压痛检查,检查诊疗技术
肝大小检查,检查诊疗技术
肝实质显像检查,检查诊疗技术
肝搏动检查,检查诊疗技术
肝显像检查,检查诊疗技术
肝癌铁蛋白,检查诊疗技术
肝素抗凝血酶ⅳ复合物,检查诊疗技术
肝纤四项检查,检查诊疗技术
肝纤维化指标检查,检查诊疗技术
肝胆动态显像检查,检查诊疗技术
肝胆显像检查,检查诊疗技术
肝胆胰脾的mri检查,检查诊疗技术
肝胆脾ct检查,检查诊疗技术
肝脏及胆囊叩诊,检查诊疗技术
肝脏触诊检查,检查诊疗技术
肝脏超声检查,检查诊疗技术
肝表面状态和边缘检查,检查诊疗技术
肝质地检查,检查诊疗技术
肠血管活性肽,检查诊疗技术
肠道真菌病检测,检查诊疗技术
肠道通过时间测定和压力测定,检查诊疗技术
肠鸣音检查,检查诊疗技术
肢体血流图,检查诊疗技术
肥达氏反应,检查诊疗技术
肥达氏反应检查,检查诊疗技术
肩关节外展试验,检查诊疗技术
肺吸虫皮内试验,检查诊疗技术
肺和胸膜叩诊,检查诊疗技术
肺和胸膜听诊,检查诊疗技术
肺和胸膜触诊,检查诊疗技术
肺泡气动脉血氧分压差,检查诊疗技术
肺活量体重指数检查,检查诊疗技术
肺灌注显像,检查诊疗技术
肺炎支原体寒冷凝集试验,检查诊疗技术
肺炎支原体补体结合试验,检查诊疗技术
肺通气功能检查,检查诊疗技术
肺通气显像,检查诊疗技术
肺部检查,检查诊疗技术
肺阻抗血流图,检查诊疗技术
肺顺应性c检查,检查诊疗技术
肾上腺ct检查,检查诊疗技术
肾上腺mri检查,检查诊疗技术
肾图检查,检查诊疗技术
肾小球功能试验,检查诊疗技术
肾小球滤过分数,检查诊疗技术
肾小管氨马尿酸最大排泄量试验,检查诊疗技术
肾小管葡萄糖最大重吸收量试验,检查诊疗技术
肾病类尿常规,检查诊疗技术
肾癌检查,检查诊疗技术
肾移植,检查诊疗技术
肾素活性,检查诊疗技术
肾脏ct检查,检查诊疗技术
肾脏mri检查,检查诊疗技术
肾脏切片,检查诊疗技术
肾脏触诊,检查诊疗技术
肾脏超声检查,检查诊疗技术
肾脏超音波,检查诊疗技术
肾血流量,检查诊疗技术
肾血浆流量,检查诊疗技术
肾血管造影,检查诊疗技术
肾静态显像,检查诊疗技术
肿瘤vip受体显像,检查诊疗技术
肿瘤受体显像,检查诊疗技术
肿瘤声学造影,检查诊疗技术
肿瘤断层显象,检查诊疗技术
肿瘤相关抗原,检查诊疗技术
肿瘤神经多肽受体显像,检查诊疗技术
肿瘤筛查检查,检查诊疗技术
胃充盈及排空功能检查,检查诊疗技术
胃总酸度测定,检查诊疗技术
胃排空测定和显像,检查诊疗技术
胃泌素,检查诊疗技术
胃泌素检查,检查诊疗技术
胃液iggiga,检查诊疗技术
胃液β葡萄糖醛酸苷酶,检查诊疗技术
胃液γ谷氨酰转移酶,检查诊疗技术
胃液乳酸定性试验,检查诊疗技术
胃液乳酸测定,检查诊疗技术
胃液乳酸脱氢酶同工酶,检查诊疗技术
胃液总量,检查诊疗技术
胃液显微镜检查,检查诊疗技术
胃液气味,检查诊疗技术
胃液潜血试验,检查诊疗技术
胃液胃癌相关抗原,检查诊疗技术
胃液锌,检查诊疗技术
胃液锌检查,检查诊疗技术
胃液颜色,检查诊疗技术
胃粘膜活检,检查诊疗技术
胃肠型和蠕动波检查,检查诊疗技术
胃肠道ct检查,检查诊疗技术
胃肠道功能动力学检查,检查诊疗技术
胃肠道显像,检查诊疗技术
胃肠道疾病的超声检查,检查诊疗技术
胃蛋白酶,检查诊疗技术
胃蛋白酶检查,检查诊疗技术
胃运动功能测定,检查诊疗技术
胃部检查,检查诊疗技术
胃镜检查,检查诊疗技术
胃食管反流测定和显像,检查诊疗技术
胆囊和胆道收缩功能检查,检查诊疗技术
胆囊胆道b超检查,检查诊疗技术
胆囊触诊,检查诊疗技术
胆囊超声检查,检查诊疗技术
胆固醇酯与总胆固醇比值,检查诊疗技术
胆碱酯酶检查,检查诊疗技术
胆道系统特殊检查和护理,检查诊疗技术
胍基化合物,检查诊疗技术
胎儿发育检查,检查诊疗技术
胎儿胰腺腺泡蛋白,检查诊疗技术
胎儿脐动脉收缩压与舒张压的比值,检查诊疗技术
胎儿血红蛋白hbf酸洗脱试验,检查诊疗技术
胎心监护检查,检查诊疗技术
胫叩打试验,检查诊疗技术
胰凝乳蛋白酶,检查诊疗技术
胰多肽,检查诊疗技术
胰岛素,检查诊疗技术
胰岛素刺激胃分泌试验,检查诊疗技术
胰岛素原,检查诊疗技术
胰岛素抗体,检查诊疗技术
胰岛素胃酸分泌量,检查诊疗技术
胰岛细胞抗体,检查诊疗技术
胰岛细胞膜抗体,检查诊疗技术
胰泌素,检查诊疗技术
胰胚抗原,检查诊疗技术
胰腺外分泌功能试验,检查诊疗技术
胰腺疾病超声诊断,检查诊疗技术
胰腺的ct检查,检查诊疗技术
胰蛋白酶,检查诊疗技术
胰蛋白酶检查,检查诊疗技术
